"id"	"row"	"col"	"parcellation_structure"	"parcellation_substructure"	"consensus_lca_16"	"consensus_kmodes_16"	"consensus_weighted_16"	"consensus_lca_20"	"consensus_kmodes_20"	"consensus_weighted_20"	"consensus_lca_24"	"consensus_kmodes_24"	"consensus_weighted_24"	"consensus_lca_28"	"consensus_kmodes_28"	"consensus_weighted_28"
"1017092617101990560-1"	"1017092617101990560-1"	3790.02217503423	-5661.3033864503	"VPM"	"VPM"	2	2	0	4	8	2	19	18	0	19	7	0
"1017092617102070477"	"1017092617102070477"	7688.18188273289	-5092.47397664882	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102230075"	"1017092617102230075"	3907.62864015592	-5831.5682678586	"VPM"	"VPM"	7	12	0	4	8	2	19	9	3	11	25	17
"1017092617101990563"	"1017092617101990563"	3689.28571677608	-5673.70004306232	"VPM"	"VPM"	7	12	0	4	8	2	19	9	3	19	25	24
"1017092617101840217"	"1017092617101840217"	7586.90155527484	-4442.74990998765	"LGd"	"LGd-ip"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617102320311-1"	"1017092617102320311-1"	7939.22636191886	-5450.28044768063	"VPL"	"VPL"	7	12	0	4	8	2	11	1	10	27	3	26
"1017092617102070180"	"1017092617102070180"	7524.65922944521	-4902.84194432505	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	7	0
"1017092617101990250-1"	"1017092617101990250-1"	3582.22034692727	-5444.81458155905	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101270619"	"1017092617101270619"	3402.50098484014	-4408.34469025203	"LGd"	"LGd-co"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617102510593"	"1017092617102510593"	5487.13097960731	-6508.11348377559	"Xi"	"Xi"	5	11	4	20	2	15	9	11	17	23	22	25
"1017092617102750093-1"	"1017092617102750093-1"	5615.08608515955	-6722.3718136541	"RE"	"RE"	5	5	4	20	2	15	9	11	17	23	22	25
"1017092617102500671"	"1017092617102500671"	5422.73027424855	-6660.52368541852	"Xi"	"Xi"	5	5	4	20	2	15	9	11	17	23	22	25
"1017092617102740073-1"	"1017092617102740073-1"	5442.54109046925	-6713.55933097283	"Xi"	"Xi"	5	5	4	20	2	15	9	11	17	23	22	25
"1017092617102510599"	"1017092617102510599"	5513.57744274902	-6517.52364843725	"Xi"	"Xi"	5	5	4	20	2	15	9	11	17	23	22	25
"1017092617102510531"	"1017092617102510531"	5506.7234480383	-6447.2347363889	"Xi"	"Xi"	5	11	4	20	2	15	9	11	17	23	22	15
"1017092617102500237-1"	"1017092617102500237-1"	5408.40190169721	-6216.77384981015	"TH-unassigned"	"TH-unassigned"	5	5	4	19	2	15	9	11	17	23	22	15
"1017092617102030322-1"	"1017092617102030322-1"	5483.56953618698	-5299.0194674209	"IMD"	"IMD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102510268"	"1017092617102510268"	5508.73731212751	-6215.02375829471	"TH-unassigned"	"TH-unassigned"	5	5	13	19	2	15	9	11	17	23	22	15
"1017092617102740035-1"	"1017092617102740035-1"	5353.25437777209	-6708.40924682609	"RE"	"RE"	5	5	4	20	2	15	9	11	17	23	22	15
"1017092617101810284-1"	"1017092617101810284-1"	6291.3073963819	-4741.55343532061	"CL"	"CL"	6	3	3	12	12	3	8	10	4	13	2	4
"1017092617102020582-1"	"1017092617102020582-1"	5244.30138765914	-5497.58081684341	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102020341-1"	"1017092617102020341-1"	4913.17191362461	-5353.09217913053	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102040309"	"1017092617102040309"	5931.41446429693	-5220.14083146588	"MD"	"MD"	8	1	1	2	3	4	6	23	2	1	20	2
"1017092617102050150"	"1017092617102050150"	6300.15033694118	-5079.868760475	"MD"	"MD"	8	3	15	2	3	4	6	24	2	1	20	2
"1017092617102020249"	"1017092617102020249"	4982.03369808352	-5262.09897255121	"MD"	"MD"	8	1	1	2	3	4	6	24	2	1	20	2
"1017092617102040291"	"1017092617102040291"	6124.43853963899	-5190.27239219161	"MD"	"MD"	8	1	1	2	3	4	6	24	2	1	20	2
"1017092617102040456"	"1017092617102040456"	5778.53707410042	-5366.25125633991	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	20	2
"1017092617102030539-1"	"1017092617102030539-1"	5599.47337323298	-5487.52704615994	"IMD"	"IMD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102030543-1"	"1017092617102030543-1"	5491.20629009747	-5507.67886552451	"IMD"	"IMD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102270194"	"1017092617102270194"	5639.88753882818	-5675.16629696178	"IMD"	"IMD"	8	1	1	2	3	4	3	23	2	4	20	2
"1017092617101770578"	"1017092617101770578"	4659.10230993245	-5052.54331251176	"CL"	"CL"	16	7	1	11	16	16	6	24	2	1	20	2
"1017092617102260172-1"	"1017092617102260172-1"	5092.00938803845	-5713.85233901794	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102020609"	"1017092617102020609"	5057.67074430538	-5549.10482868077	"MD"	"MD"	8	1	1	2	3	4	3	7	2	4	18	18
"1017092617102040346-1"	"1017092617102040346-1"	6052.16370618745	-5242.78069781819	"MD"	"MD"	8	1	1	2	3	4	6	24	2	1	20	2
"1017092617102050225"	"1017092617102050225"	6241.37292406022	-5142.67646997605	"MD"	"MD"	8	1	1	2	3	4	6	24	2	1	20	2
"1017092617102040468"	"1017092617102040468"	6175.40915727825	-5336.5266361157	"MD"	"MD"	8	1	1	2	3	4	6	24	2	1	20	2
"1017092617102020304-1"	"1017092617102020304-1"	4927.94613677762	-5312.70343844674	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102040477"	"1017092617102040477"	5943.06120175144	-5368.02452821943	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617101800512-1"	"1017092617101800512-1"	6120.1929223098	-4976.98402957242	"MD"	"MD"	16	7	1	11	16	16	6	24	2	13	20	2
"1017092617102260213-1"	"1017092617102260213-1"	5157.58863593787	-5740.56833495749	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102270107"	"1017092617102270107"	5710.64032370258	-5600.52806743993	"MD"	"MD"	8	1	1	2	3	4	3	7	2	4	18	2
"1017092617102260215-1"	"1017092617102260215-1"	5273.80011733392	-5746.3238472261	"MD"	"MD"	16	1	1	2	3	4	3	23	2	1	20	2
"1017092617101800538"	"1017092617101800538"	6129.00754474902	-4982.99015167304	"MD"	"MD"	16	7	1	11	16	16	6	24	2	13	20	2
"1017092617102270051"	"1017092617102270051"	5341.0245889801	-5596.01542711202	"MD"	"MD"	16	1	1	2	3	4	3	23	2	4	20	2
"1017092617102040324"	"1017092617102040324"	6169.5948914718	-5209.01125780948	"MD"	"MD"	16	7	1	2	16	4	6	24	2	1	20	2
"1017092617102260357"	"1017092617102260357"	5288.31933789821	-5841.10746038074	"MD"	"MD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617101800103-1"	"1017092617101800103-1"	6247.04045797191	-4579.55874153402	"CL"	"CL"	6	3	15	11	16	19	8	3	21	13	2	4
"1017092617102020351-1"	"1017092617102020351-1"	4894.00375778259	-5362.84459877824	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617101810233"	"1017092617101810233"	6344.87524370017	-4671.96285227203	"LP"	"LP"	6	13	3	12	12	3	20	10	4	12	2	4
"1017092617101770548-1"	"1017092617101770548-1"	4702.30989468833	-5019.26912752441	"CL"	"CL"	16	7	1	11	16	16	6	24	2	1	20	2
"1017092617102020236"	"1017092617102020236"	4913.05892593554	-5247.03244207873	"MD"	"MD"	8	1	1	2	3	4	3	24	2	1	20	2
"1017092617102040575"	"1017092617102040575"	5867.37500933207	-5455.15804168397	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	20	2
"1017092617102040574"	"1017092617102040574"	6045.82035603445	-5439.43008774626	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102020410-1"	"1017092617102020410-1"	5123.63972286678	-5392.06131472348	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102040183-1"	"1017092617102040183-1"	5849.39220439014	-5130.39223445286	"MD"	"MD"	16	7	1	15	16	10	16	3	9	13	6	8
"1017092617102050158"	"1017092617102050158"	6279.47686945799	-5089.52323393629	"MD"	"MD"	8	1	1	2	3	4	6	24	2	1	20	2
"1017092617102020125-1"	"1017092617102020125-1"	4875.87982833808	-5170.4671275631	"MD"	"MD"	16	7	1	11	16	16	6	24	2	1	20	2
"1017092617102260135-1"	"1017092617102260135-1"	5221.15746935831	-5673.14047423663	"MD"	"MD"	8	1	1	2	3	4	3	7	2	4	18	2
"1017092617102040282-1"	"1017092617102040282-1"	6171.83715715286	-5179.42921876331	"MD"	"MD"	16	1	1	11	16	16	6	24	2	1	20	2
"1017092617102040295"	"1017092617102040295"	6027.60762645538	-5200.54900249635	"MD"	"MD"	8	1	1	2	3	4	6	24	2	1	20	2
"1017092617102010352-1"	"1017092617102010352-1"	4781.7374034584	-5406.89526422535	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102030540-1"	"1017092617102030540-1"	5581.64465303886	-5493.50815130221	"IMD"	"IMD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617101770577-1"	"1017092617101770577-1"	4680.52164814607	-5047.3033415501	"CL"	"CL"	16	7	1	11	16	16	6	24	2	1	20	2
"1017092617102040465"	"1017092617102040465"	5884.33142884804	-5362.56742336137	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102020309-1"	"1017092617102020309-1"	5119.82673829753	-5303.91648867673	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102040356"	"1017092617102040356"	6167.72720747761	-5235.62302913229	"MD"	"MD"	8	1	1	2	3	4	6	24	2	1	20	2
"1017092617102040501"	"1017092617102040501"	6131.4213626987	-5369.29546035447	"MD"	"MD"	8	1	1	2	3	4	6	24	2	1	20	2
"1017092617102010314-1"	"1017092617102010314-1"	4626.19470334963	-5392.69361104847	"CL"	"CL"	8	1	1	2	3	4	6	24	2	1	20	2
"1017092617102070606"	"1017092617102070606"	7493.82637471797	-5233.40599401652	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102070611"	"1017092617102070611"	7252.69788463302	-5271.28856835484	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101990372-1"	"1017092617101990372-1"	3734.68538435659	-5521.88799485258	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	26	25	17
"1017092617102300378-1"	"1017092617102300378-1"	7004.76075750098	-5671.91953217079	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	19	7	3
"1017092617101750496"	"1017092617101750496"	3616.16143531063	-5177.71285854658	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102310252-1"	"1017092617102310252-1"	7622.35145185213	-5471.77455857972	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	19	7	0
"1017092617102540131"	"1017092617102540131"	6839.19977850893	-5985.73244661621	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	27	3	3
"1017092617101990192"	"1017092617101990192"	3756.44942013755	-5374.21690335587	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101990393-1"	"1017092617101990393-1"	3384.06680448412	-5604.05907770503	"VPM"	"VPM"	2	12	0	4	4	1	19	6	3	19	7	3
"1017092617102060338"	"1017092617102060338"	7141.18062785035	-5143.76637881665	"PO"	"PO"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102530131"	"1017092617102530131"	6578.6906853567	-6020.64494117918	"VPM"	"VPM"	7	12	0	4	8	2	7	14	20	10	23	21
"1017092617102080441"	"1017092617102080441"	7681.92297866621	-5008.26223674598	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101990447"	"1017092617101990447"	3583.35023879194	-5605.57203774648	"VPM"	"VPM"	2	12	0	4	8	2	19	9	3	11	25	17
"1017092617102540068"	"1017092617102540068"	6866.83940094932	-5918.75589459909	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	27	3	3
"1017092617102310193"	"1017092617102310193"	7626.19881869096	-5420.85342282066	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	19	3	0
"1017092617102070657"	"1017092617102070657"	7304.29967315713	-5292.91145107243	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101750443"	"1017092617101750443"	3517.28802084114	-5162.25425927867	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101990205-1"	"1017092617101990205-1"	3819.09250992182	-5380.70130441153	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102320101"	"1017092617102320101"	7878.22624515344	-5286.46795457237	"VPM"	"VPM"	7	12	0	4	8	2	11	14	10	27	5	26
"1017092617101830403-1"	"1017092617101830403-1"	7484.95655357436	-4635.82494952797	"TH-unassigned"	"TH-unassigned"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617102300382-1"	"1017092617102300382-1"	6967.56667704393	-5677.57649765044	"VPM"	"VPM"	2	12	0	4	8	2	19	6	3	19	7	3
"1017092617102070166"	"1017092617102070166"	7267.06409571539	-4947.71445215936	"PO"	"PO"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102540143"	"1017092617102540143"	7193.24662338462	-5989.02705452195	"VPM"	"VPM"	7	12	0	4	8	2	19	14	3	27	5	3
"1017092617102300424-1"	"1017092617102300424-1"	6951.25493239503	-5703.21695159422	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	19	3	3
"1017092617101990191"	"1017092617101990191"	3366.68163575568	-5422.13212631252	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101750323"	"1017092617101750323"	3674.43226402464	-5053.30314603615	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102230121"	"1017092617102230121"	3820.56457191149	-5872.70897913937	"VPM"	"VPM"	7	12	0	4	8	2	19	9	3	11	25	17
"1017092617102000464-1"	"1017092617102000464-1"	4048.86083008994	-5595.02715518218	"VPM"	"VPM"	7	12	0	4	8	2	19	9	3	11	25	17
"1017092617101750392"	"1017092617101750392"	3586.93935896271	-5117.26687463489	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101750541"	"1017092617101750541"	3750.1267075591	-5193.54186806982	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101980584"	"1017092617101980584"	3254.82452665608	-5731.05195720555	"VPL"	"VPL"	7	12	0	4	8	2	19	6	3	27	3	3
"1017092617201500123"	"1017092617201500123"	3200.07100123506	-4520.69312134373	"LGd"	"LGd-co"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101990439-1"	"1017092617101990439-1"	3474.96819617269	-5621.94346287682	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	27	3	3
"1017092617101750567"	"1017092617101750567"	3648.81867012849	-5217.97366896681	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101750099"	"1017092617101750099"	3617.18831372049	-4884.82465548474	"LP"	"LP"	7	12	0	4	8	2	11	6	24	27	3	3
"1017092617102070660"	"1017092617102070660"	7262.77928812346	-5302.46073232912	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	26	28	0
"1017092617101750325"	"1017092617101750325"	3769.50107069942	-5038.396219157	"PO"	"PO"	2	2	0	18	8	1	18	18	0	19	5	26
"1017092617102070493"	"1017092617102070493"	7428.44430584029	-5169.19157475053	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101990185-1"	"1017092617101990185-1"	3485.93137163077	-5406.77771482038	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101830194-1"	"1017092617101830194-1"	7410.55770290619	-4486.04114687353	"LP"	"LP"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617102070202"	"1017092617102070202"	7459.38024905196	-4947.57737057778	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101740790"	"1017092617101740790"	3338.37809091093	-5310.40429705214	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101600640"	"1017092617101600640"	7600.40678701074	-4312.41486459626	"LGd"	"LGd-sh"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101990289-1"	"1017092617101990289-1"	3733.28069992391	-5460.53211610741	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102300403-1"	"1017092617102300403-1"	6940.4433444678	-5691.77354072139	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	19	7	3
"1017092617101990204-1"	"1017092617101990204-1"	3800.76966024911	-5377.32276594472	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101990404-1"	"1017092617101990404-1"	3788.14522941918	-5542.59392656937	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	19	7	0
"1017092617102000491-1"	"1017092617102000491-1"	3893.37741830717	-5640.31324388173	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	19	7	0
"1017092617101990187-1"	"1017092617101990187-1"	3591.52464021545	-5393.59059250383	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101500450-1"	"1017092617101500450-1"	3120.43900452166	-4728.03088715546	"LGd"	"LGd-co"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617102060303"	"1017092617102060303"	7107.21434937128	-5113.48028103254	"PO"	"PO"	2	2	0	18	4	1	18	18	0	26	7	0
"1017092617101600680"	"1017092617101600680"	7549.64922293407	-4340.15704008691	"LGd"	"LGd-ip"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101740367"	"1017092617101740367"	3331.27951467821	-5128.104986417	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102070671"	"1017092617102070671"	7678.82638719163	-5246.19956340458	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101750328"	"1017092617101750328"	3567.85325380894	-5080.26879763247	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101990195"	"1017092617101990195"	3618.38833828188	-5395.18226048781	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101750326"	"1017092617101750326"	3426.91177831282	-5129.39350368081	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102000513-1"	"1017092617102000513-1"	4010.09482487964	-5633.41204045295	"VPM"	"VPM"	7	12	0	4	8	2	19	9	3	11	25	17
"1017092617101990196-1"	"1017092617101990196-1"	3397.47954095222	-5423.17252594495	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102000623"	"1017092617102000623"	4052.19034554059	-5711.10350115762	"VPM"	"VPM"	7	12	0	4	8	2	19	9	3	27	5	3
"1017092617102070612"	"1017092617102070612"	7404.29331341716	-5248.03798707718	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101760312"	"1017092617101760312"	4139.56480745461	-4987.14044305119	"PO"	"PO"	10	8	1	16	8	2	7	19	20	8	23	21
"1017092617101750495"	"1017092617101750495"	3414.5198308277	-5210.02201191396	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101750412"	"1017092617101750412"	3494.12691359856	-5149.74694968978	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101750544"	"1017092617101750544"	3806.80342456366	-5187.36298208269	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101990255-1"	"1017092617101990255-1"	3585.20679048219	-5450.99383193233	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101750535"	"1017092617101750535"	3656.85360617956	-5202.41329032357	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102300262-1"	"1017092617102300262-1"	7017.63353579779	-5566.78213892047	"VPM"	"VPM"	2	12	0	4	8	2	19	6	3	19	7	0
"1017092617102070240"	"1017092617102070240"	7264.67436167586	-5003.98556030157	"PO"	"PO"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101750554"	"1017092617101750554"	3488.41247941395	-5234.76949474036	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101830397-1"	"1017092617101830397-1"	7489.40099601842	-4628.17413780981	"TH-unassigned"	"TH-unassigned"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101750347"	"1017092617101750347"	3624.40442531507	-5075.4476891729	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101750406"	"1017092617101750406"	3535.33791084542	-5139.11546407645	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101840286-1"	"1017092617101840286-1"	7704.00307421715	-4478.64956969055	"LGd"	"LGd-co"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617102070547"	"1017092617102070547"	7429.90557418871	-5209.22224803609	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101750441"	"1017092617101750441"	3723.71274327228	-5122.96789661632	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101750442"	"1017092617101750442"	3430.59486020111	-5176.52915662588	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102060230"	"1017092617102060230"	7138.13748932588	-5036.84011620448	"PO"	"PO"	2	2	0	18	4	1	18	18	0	19	7	3
"1017092617102300324-1"	"1017092617102300324-1"	7084.11769489539	-5608.19229445783	"VPM"	"VPM"	2	2	0	4	8	2	19	6	3	19	7	3
"1017092617102070119"	"1017092617102070119"	7228.7028014596	-4907.39493105617	"PO"	"PO"	7	12	0	4	8	2	19	6	3	19	7	0
"1017092617101830190-1"	"1017092617101830190-1"	7379.15549364072	-4482.65399152007	"LP"	"LP"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617102000635-1"	"1017092617102000635-1"	4029.04241263707	-5732.73430431569	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	19	7	3
"1017092617102310247-1"	"1017092617102310247-1"	7367.43243831914	-5520.25526798097	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	27	3	3
"1017092617102540164"	"1017092617102540164"	7325.07094494127	-6008.30461887939	"VPL"	"VPL"	7	12	0	4	8	2	19	14	3	11	25	3
"1017092617102310242-1"	"1017092617102310242-1"	7297.94594751947	-5518.77322759034	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	27	3	3
"1017092617102540209"	"1017092617102540209"	6918.35390042057	-6083.05826344503	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	27	3	3
"1017092617101740652"	"1017092617101740652"	3277.1098760387	-5244.37131036591	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101750315"	"1017092617101750315"	3635.80651569078	-5055.93909480769	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101990201"	"1017092617101990201"	3747.79603544311	-5383.43985991967	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102310091-1"	"1017092617102310091-1"	7356.43599439098	-5380.86489220552	"VPM"	"VPM"	2	2	0	4	4	1	19	18	0	11	7	17
"1017092617101750540"	"1017092617101750540"	3350.89715002741	-5248.14262003807	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101990441"	"1017092617101990441"	3832.10512571026	-5572.67849605922	"VPM"	"VPM"	2	2	0	4	8	2	18	9	0	19	7	24
"1017092617102320196"	"1017092617102320196"	7809.29565912021	-5370.31968670619	"VPM"	"VPM"	2	12	0	18	4	1	19	18	0	19	7	0
"1017092617102540079"	"1017092617102540079"	7030.01713421942	-5913.43288180505	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	27	3	3
"1017092617102070661"	"1017092617102070661"	7625.66825849229	-5249.6033411446	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101500126-1"	"1017092617101500126-1"	3190.63412770168	-4514.20286145794	"LGd"	"LGd-co"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101510542-1"	"1017092617101510542-1"	3541.7242167589	-4697.57832059267	"LP"	"LP"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101600709"	"1017092617101600709"	7573.13381085278	-4351.17044433096	"LGd"	"LGd-ip"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101750428"	"1017092617101750428"	3614.06199790995	-5131.02383926732	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102070530"	"1017092617102070530"	7280.98867818894	-5210.1837192551	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102070116"	"1017092617102070116"	7387.28689777203	-4895.40877000575	"PO"	"PO"	2	2	0	18	4	1	18	14	0	19	7	24
"1017092617102070558"	"1017092617102070558"	7381.04977231	-5217.67682972748	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101750497"	"1017092617101750497"	3647.46963773713	-5171.23947267257	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102310189-1"	"1017092617102310189-1"	7660.19969240317	-5408.31269309291	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102310090"	"1017092617102310090"	7232.92955490299	-5392.6461315637	"VPM"	"VPM"	2	12	0	4	8	2	19	6	3	19	7	0
"1017092617101990209-1"	"1017092617101990209-1"	3519.03498800907	-5418.48438258167	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101750537"	"1017092617101750537"	3706.60568613025	-5194.36282914734	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101990376-1"	"1017092617101990376-1"	3439.70582312045	-5565.63747799269	"VPM"	"VPM"	2	2	0	18	4	1	19	9	3	19	7	24
"1017092617102060305"	"1017092617102060305"	7080.4302479059	-5119.15060533507	"PO"	"PO"	2	2	0	18	4	1	18	18	0	19	7	0
"1017092617102000145-1"	"1017092617102000145-1"	3841.14319187263	-5360.82128978293	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102300328"	"1017092617102300328"	7110.24882912953	-5612.61264413995	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	27	3	3
"1017092617101510678"	"1017092617101510678"	3562.34300388389	-4836.29095294906	"LP"	"LP"	7	12	5	3	8	5	11	14	24	11	25	17
"1017092617101750500"	"1017092617101750500"	3606.8756928528	-5176.88581228187	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101750484"	"1017092617101750484"	3698.26237265069	-5154.93059127551	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102300394-1"	"1017092617102300394-1"	6875.91711575594	-5692.70726268389	"VPM"	"VPM"	7	12	0	4	8	2	19	9	3	11	25	17
"1017092617102070135"	"1017092617102070135"	7323.0338870796	-4912.12325088181	"PO"	"PO"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102070120"	"1017092617102070120"	7369.34054405799	-4901.7992162016	"PO"	"PO"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102300448-1"	"1017092617102300448-1"	6959.50164064846	-5726.14707273877	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	19	7	3
